Postcode,Economy,Premium
BS0 1ZZ,80,90
BS1 1AA,80,90
BS1 1AB,80,90
BS1 1AD,80,90
BS1 1AE,80,90
BS1 1AF,80,90
BS1 1AG,80,90
BS1 1AH,80,90
BS1 1AJ,80,90
BS1 1AL,80,90
BS1 1AN,80,90
BS1 1AP,80,90
BS1 1AQ,80,90
BS1 1AR,80,90
BS1 1BA,80,90
BS1 1BB,80,90
BS1 1BD,80,90
BS1 1BE,80,90
BS1 1BF,80,90
BS1 1BG,80,90
BS1 1BH,80,90
BS1 1BJ,80,90
BS1 1BL,80,90
BS1 1BN,80,90
BS1 1BP,80,90
BS1 1BT,80,90
BS1 1BU,80,90
BS1 1BX,80,90
BS1 1BZ,80,90
BS1 1DA,80,90
BS1 1DB,80,90
BS1 1DD,80,90
BS1 1DE,80,90
BS1 1DF,80,90
BS1 1DH,80,90
BS1 1DJ,80,90
BS1 1DL,80,90
BS1 1DN,80,90
BS1 1DP,80,90
BS1 1DQ,80,90
BS1 1DR,80,90
BS1 1DS,80,90
BS1 1DT,80,90
BS1 1DU,80,90
BS1 1DW,80,90
BS1 1DX,80,90
BS1 1DY,80,90
BS1 1DZ,80,90
BS1 1EA,80,90
BS1 1EB,80,90
BS1 1ED,80,90
BS1 1EE,80,90
BS1 1EF,80,90
BS1 1EG,80,90
BS1 1EH,80,90
BS1 1EJ,80,90
BS1 1EL,80,90
BS1 1EN,80,90
BS1 1EP,80,90
BS1 1EQ,80,90
BS1 1EW,80,90
BS1 1GB,80,90
BS1 1HA,80,90
BS1 1HG,80,90
BS1 1HH,80,90
BS1 1HJ,80,90
BS1 1HL,80,90
BS1 1HN,80,90
BS1 1HP,80,90
BS1 1HQ,80,90
BS1 1HR,80,90
BS1 1HS,80,90
BS1 1HT,80,90
BS1 1HU,80,90
BS1 1HW,80,90
BS1 1HX,80,90
BS1 1HZ,80,90
BS1 1JD,80,90
BS1 1JG,80,90
BS1 1JH,80,90
BS1 1JL,80,90
BS1 1JN,80,90
BS1 1JP,80,90
BS1 1JQ,80,90
BS1 1JR,80,90
BS1 1JS,80,90
BS1 1JW,80,90
BS1 1JX,80,90
BS1 1JY,80,90
BS1 1LA,80,90
BS1 1LD,80,90
BS1 1LE,80,90
BS1 1LG,80,90
BS1 1LH,80,90
BS1 1LJ,80,90
BS1 1LS,80,90
BS1 1LT,80,90
BS1 1LU,80,90
BS1 1LX,80,90
BS1 1LY,80,90
BS1 1LZ,80,90
BS1 1NA,80,90
BS1 1NB,80,90
BS1 1ND,80,90
BS1 1NE,80,90
BS1 1NF,80,90
BS1 1NG,80,90
BS1 1NJ,80,90
BS1 1NN,80,90
BS1 1NP,80,90
BS1 1NQ,80,90
BS1 1NR,80,90
BS1 1NS,80,90
BS1 1NU,80,90
BS1 1PA,80,90
BS1 1PF,80,90
BS1 1PH,80,90
BS1 1PJ,80,90
BS1 1PL,80,90
BS1 1PN,80,90
BS1 1PP,80,90
BS1 1PR,80,90
BS1 1PS,80,90
BS1 1PU,80,90
BS1 1PW,80,90
BS1 1PX,80,90
BS1 1QA,80,90
BS1 1QB,80,90
BS1 1QD,80,90
BS1 1QE,80,90
BS1 1QJ,80,90
BS1 1QL,80,90
BS1 1QN,80,90
BS1 1QP,80,90
BS1 1QQ,80,90
BS1 1QR,80,90
BS1 1QS,80,90
BS1 1QW,80,90
BS1 1QZ,80,90
BS1 1RA,80,90
BS1 1RB,80,90
BS1 1RD,80,90
BS1 1RE,80,90
BS1 1RG,80,90
BS1 1RP,80,90
BS1 1RQ,80,90
BS1 1RR,80,90
BS1 1RS,80,90
BS1 1RT,80,90
BS1 1RU,80,90
BS1 1RX,80,90
BS1 1RZ,80,90
BS1 1SA,80,90
BS1 1SB,80,90
BS1 1SD,80,90
BS1 1SE,80,90
BS1 1SF,80,90
BS1 1SH,80,90
BS1 1SJ,80,90
BS1 1SL,80,90
BS1 1SN,80,90
BS1 1SQ,80,90
BS1 1SR,80,90
BS1 1SS,80,90
BS1 1SU,80,90
BS1 1SW,80,90
BS1 1SX,80,90
BS1 1SY,80,90
BS1 1SZ,80,90
BS1 1TE,80,90
BS1 1TG,80,90
BS1 1TH,80,90
BS1 1TL,80,90
BS1 1TP,80,90
BS1 1TS,80,90
BS1 1TU,80,90
BS1 1TX,80,90
BS1 1TY,80,90
BS1 1TZ,80,90
BS1 1UA,80,90
BS1 1UB,80,90
BS1 1UD,80,90
BS1 1UE,80,90
BS1 1UF,80,90
BS1 1UG,80,90
BS1 1UH,80,90
BS1 1UJ,80,90
BS1 1UQ,80,90
BS1 1WH,80,90
BS1 1XA,80,90
BS1 1XB,80,90
BS1 1XD,80,90
BS1 1XE,80,90
BS1 1XF,80,90
BS1 1XG,80,90
BS1 1XH,80,90
BS1 1XL,80,90
BS1 1XN,80,90
BS1 1XQ,80,90
BS1 1XR,80,90
BS1 1XS,80,90
BS1 1XT,80,90
BS1 1XU,80,90
BS1 1XX,80,90
BS1 1XY,80,90
BS1 1YA,80,90
BS1 1YB,80,90
BS1 1YD,80,90
BS1 1YE,80,90
BS1 1YF,80,90
BS1 1YG,80,90
BS1 1YH,80,90
BS1 1YL,80,90
BS1 1YN,80,90
BS1 1YW,80,90
BS1 2AA,80,90
BS1 2AB,80,90
BS1 2AD,80,90
BS1 2AE,80,90
BS1 2AF,80,90
BS1 2AG,80,90
BS1 2AH,80,90
BS1 2AJ,80,90
BS1 2AL,80,90
BS1 2AN,80,90
BS1 2AP,80,90
BS1 2AQ,80,90
BS1 2AR,80,90
BS1 2AS,80,90
BS1 2AT,80,90
BS1 2AU,80,90
BS1 2AW,80,90
BS1 2AX,80,90
BS1 2AY,80,90
BS1 2AZ,80,90
BS1 2BA,80,90
BS1 2BB,80,90
BS1 2BD,80,90
BS1 2BE,80,90
BS1 2BF,80,90
BS1 2BG,80,90
BS1 2BH,80,90
BS1 2BJ,80,90
BS1 2BL,80,90
BS1 2BN,80,90
BS1 2BP,80,90
BS1 2BQ,80,90
BS1 2BU,80,90
BS1 2BW,80,90
BS1 2BX,80,90
BS1 2BZ,80,90
BS1 2DA,80,90
BS1 2DB,80,90
BS1 2DD,80,90
BS1 2DE,80,90
BS1 2DF,80,90
BS1 2DG,80,90
BS1 2DJ,80,90
BS1 2DL,80,90
BS1 2DN,80,90
BS1 2DP,80,90
BS1 2DQ,80,90
BS1 2DR,80,90
BS1 2DS,80,90
BS1 2DT,80,90
BS1 2DU,80,90
BS1 2DW,80,90
BS1 2DY,80,90
BS1 2ED,80,90
BS1 2EE,80,90
BS1 2EF,80,90
BS1 2EH,80,90
BS1 2EJ,80,90
BS1 2EL,80,90
BS1 2EN,80,90
BS1 2EP,80,90
