Postcode,Economy,Premium
RG1 1AA,80,90
RG1 1AF,80,90
RG1 1AG,80,90
RG1 1AH,80,90
RG1 1AJ,80,90
RG1 1AL,80,90
RG1 1AN,80,90
RG1 1AQ,80,90
RG1 1AR,80,90
RG1 1AS,80,90
RG1 1AT,80,90
RG1 1AU,80,90
RG1 1AW,80,90
RG1 1AX,80,90
RG1 1AY,80,90
RG1 1AZ,80,90
RG1 1BA,80,90
RG1 1BB,80,90
RG1 1BD,80,90
RG1 1BE,80,90
RG1 1BF,80,90
RG1 1BG,80,90
RG1 1BH,80,90
RG1 1BJ,80,90
RG1 1BL,80,90
RG1 1BP,80,90
RG1 1BQ,80,90
RG1 1BS,80,90
RG1 1BT,80,90
RG1 1BU,80,90
RG1 1BW,80,90
RG1 1BX,80,90
RG1 1BY,80,90
RG1 1BZ,80,90
RG1 1DA,80,90
RG1 1DB,80,90
RG1 1DD,80,90
RG1 1DE,80,90
RG1 1DF,80,90
RG1 1DG,80,90
RG1 1DH,80,90
RG1 1DJ,80,90
RG1 1DL,80,90
RG1 1DN,80,90
RG1 1DP,80,90
RG1 1DQ,80,90
RG1 1DR,80,90
RG1 1DS,80,90
RG1 1DT,80,90
RG1 1DU,80,90
RG1 1DW,80,90
RG1 1DX,80,90
RG1 1DY,80,90
RG1 1DZ,80,90
RG1 1EA,80,90
RG1 1EB,80,90
RG1 1ED,80,90
RG1 1EE,80,90
RG1 1EF,80,90
RG1 1EG,80,90
RG1 1EH,80,90
RG1 1EJ,80,90
RG1 1EL,80,90
RG1 1EN,80,90
RG1 1EP,80,90
RG1 1EQ,80,90
RG1 1ER,80,90
RG1 1ES,80,90
RG1 1ET,80,90
RG1 1EU,80,90
RG1 1EW,80,90
RG1 1EX,80,90
RG1 1EY,80,90
RG1 1EZ,80,90
RG1 1FB,80,90
RG1 1FD,80,90
RG1 1FE,80,90
RG1 1FF,80,90
RG1 1FG,80,90
RG1 1FH,80,90
RG1 1FJ,80,90
RG1 1FL,80,90
RG1 1FN,80,90
RG1 1FP,80,90
RG1 1FQ,80,90
RG1 1FR,80,90
RG1 1FS,80,90
RG1 1FT,80,90
RG1 1FU,80,90
RG1 1FW,80,90
RG1 1FX,80,90
RG1 1FY,80,90
RG1 1FZ,80,90
RG1 1GA,80,90
RG1 1GB,80,90
RG1 1GD,80,90
RG1 1GE,80,90
RG1 1GF,80,90
RG1 1GG,80,90
RG1 1GH,80,90
RG1 1GJ,80,90
RG1 1GL,80,90
RG1 1GN,80,90
RG1 1GP,80,90
RG1 1GQ,80,90
RG1 1GR,80,90
RG1 1GS,80,90
RG1 1GT,80,90
RG1 1GU,80,90
RG1 1GW,80,90
RG1 1GX,80,90
RG1 1GY,80,90
RG1 1GZ,80,90
RG1 1HA,80,90
RG1 1HB,80,90
RG1 1HD,80,90
RG1 1HE,80,90
RG1 1HF,80,90
RG1 1HG,80,90
RG1 1HH,80,90
RG1 1HJ,80,90
RG1 1HL,80,90
RG1 1HN,80,90
RG1 1HP,80,90
RG1 1HQ,80,90
RG1 1HR,80,90
RG1 1HS,80,90
RG1 1HT,80,90
RG1 1HU,80,90
RG1 1HW,80,90
RG1 1HX,80,90
RG1 1HY,80,90
RG1 1HZ,80,90
RG1 1JA,80,90
RG1 1JB,80,90
RG1 1JD,80,90
RG1 1JE,80,90
RG1 1JF,80,90
RG1 1JG,80,90
RG1 1JH,80,90
RG1 1JJ,80,90
RG1 1JL,80,90
RG1 1JN,80,90
RG1 1JP,80,90
RG1 1JQ,80,90
RG1 1JR,80,90
RG1 1JS,80,90
RG1 1JT,80,90
RG1 1JU,80,90
RG1 1JW,80,90
RG1 1JX,80,90
RG1 1JY,80,90
RG1 1JZ,80,90
RG1 1LA,80,90
RG1 1LB,80,90
RG1 1LD,80,90
RG1 1LE,80,90
RG1 1LF,80,90
RG1 1LG,80,90
RG1 1LH,80,90
RG1 1LJ,80,90
RG1 1LL,80,90
RG1 1LP,80,90
RG1 1LR,80,90
RG1 1LS,80,90
RG1 1LT,80,90
RG1 1LU,80,90
RG1 1LW,80,90
RG1 1LX,80,90
RG1 1LY,80,90
RG1 1LZ,80,90
RG1 1NA,80,90
RG1 1NB,80,90
RG1 1ND,80,90
RG1 1NE,80,90
RG1 1NF,80,90
RG1 1NG,80,90
RG1 1NH,80,90
RG1 1NJ,80,90
RG1 1NL,80,90
RG1 1NN,80,90
RG1 1NP,80,90
RG1 1NQ,80,90
RG1 1NR,80,90
RG1 1NS,80,90
RG1 1NT,80,90
RG1 1NU,80,90
RG1 1NW,80,90
RG1 1NX,80,90
RG1 1NY,80,90
RG1 1NZ,80,90
RG1 1PA,80,90
RG1 1PB,80,90
RG1 1PD,80,90
RG1 1PE,80,90
RG1 1PF,80,90
RG1 1PG,80,90
RG1 1PH,80,90
RG1 1PJ,80,90
RG1 1PL,80,90
RG1 1PN,80,90
RG1 1PP,80,90
RG1 1PQ,80,90
RG1 1PR,80,90
RG1 1PS,80,90
RG1 1PT,80,90
RG1 1PW,80,90
RG1 1PX,80,90
RG1 1PY,80,90
RG1 1PZ,80,90
RG1 1QA,80,90
RG1 1QB,80,90
RG1 1QD,80,90
RG1 1QE,80,90
RG1 1QF,80,90
RG1 1QG,80,90
RG1 1QH,80,90
RG1 1QL,80,90
RG1 1QP,80,90
RG1 1QQ,80,90
RG1 1QR,80,90
RG1 1QS,80,90
RG1 1QU,80,90
RG1 1QX,80,90
RG1 1QY,80,90
RG1 1RA,80,90
RG1 1RB,80,90
RG1 1RD,80,90
RG1 1RF,80,90
RG1 1RG,80,90
RG1 1RH,80,90
RG1 1RJ,80,90
RG1 1RL,80,90
RG1 1RN,80,90
RG1 1RP,80,90
RG1 1RR,80,90
RG1 1RS,80,90
RG1 1RT,80,90
RG1 1RU,80,90
RG1 1RW,80,90
RG1 1RX,80,90
RG1 1RY,80,90
RG1 1SB,80,90
RG1 1SD,80,90
RG1 1SE,80,90
RG1 1SF,80,90
RG1 1SG,80,90
RG1 1SH,80,90
RG1 1SJ,80,90
RG1 1SL,80,90
RG1 1SN,80,90
RG1 1SP,80,90
RG1 1SQ,80,90
RG1 1SR,80,90
RG1 1SS,80,90
RG1 1ST,80,90
RG1 1SU,80,90
RG1 1SW,80,90
RG1 1SX,80,90
RG1 1SY,80,90
RG1 1SZ,80,90
RG1 1TA,80,90
RG1 1TB,80,90
RG1 1TD,80,90
RG1 1TE,80,90
RG1 1TF,80,90
RG1 1TG,80,90
RG1 1TH,80,90
RG1 1TJ,80,90
RG1 1TL,80,90
RG1 1TN,80,90
RG1 1TQ,80,90
RG1 1TR,80,90
RG1 1TS,80,90
RG1 1TT,80,90
RG1 1TU,80,90
RG1 1TX,80,90
RG1 1TY,80,90
RG1 1TZ,80,90
RG1 1UA,80,90
RG1 1UB,80,90
RG1 1UD,80,90
RG1 1UE,80,90
RG1 1UF,80,90
RG1 1UG,80,90
RG1 1UH,80,90
RG1 1UJ,80,90
RG1 1UL,80,90
RG1 1UN,80,90
RG1 1UP,80,90
RG1 1UQ,80,90
RG1 1UZ,80,90
RG1 1WD,80,90
RG1 1WX,80,90
RG1 1WY,80,90
RG1 1XA,80,90
RG1 1XB,80,90
RG1 1XD,80,90
RG1 1XG,80,90
RG1 1XH,80,90
RG1 1XJ,80,90
RG1 1XL,80,90
RG1 1XN,80,90
RG1 1XP,80,90
RG1 1XQ,80,90
RG1 1XR,80,90
RG1 1XS,80,90
RG1 1XT,80,90
RG1 1XW,80,90
RG1 1XZ,80,90
RG1 1YA,80,90
RG1 1YE,80,90
RG1 1ZQ,80,90
RG1 1ZS,80,90
RG1 2AA,80,90
RG1 2AB,80,90
RG1 2AD,80,90
RG1 2AE,80,90
RG1 2AF,80,90
RG1 2AG,80,90
RG1 2AH,80,90
RG1 2AJ,80,90
RG1 2AL,80,90
RG1 2AN,80,90
RG1 2AP,80,90
RG1 2AQ,80,90
RG1 2AR,80,90
RG1 2AS,80,90
RG1 2AT,80,90
RG1 2AU,80,90
RG1 2AW,80,90
RG1 2AX,80,90
RG1 2AY,80,90
RG1 2AZ,80,90
RG1 2BA,80,90
RG1 2BB,80,90
RG1 2BD,80,90
RG1 2BE,80,90
RG1 2BF,80,90
RG1 2BG,80,90
RG1 2BH,80,90
RG1 2BJ,80,90
RG1 2BL,80,90
RG1 2BN,80,90
RG1 2BP,80,90
RG1 2BQ,80,90
RG1 2BS,80,90
RG1 2BT,80,90
RG1 2BU,80,90
RG1 2BW,80,90
RG1 2BX,80,90
RG1 2DB,80,90
RG1 2DD,80,90
RG1 2DE,80,90
RG1 2DF,80,90
RG1 2DG,80,90
RG1 2DH,80,90
RG1 2DJ,80,90
RG1 2DL,80,90
RG1 2DN,80,90
RG1 2DP,80,90
RG1 2DQ,80,90
RG1 2DS,80,90
RG1 2DT,80,90
RG1 2DW,80,90
RG1 2DX,80,90
RG1 2EA,80,90
RG1 2EB,80,90
RG1 2ED,80,90
RG1 2EE,80,90
RG1 2EF,80,90
RG1 2EG,80,90
RG1 2EH,80,90
RG1 2EJ,80,90
RG1 2EL,80,90
RG1 2EN,80,90
RG1 2EP,80,90
RG1 2EQ,80,90
RG1 2ER,80,90
RG1 2ES,80,90
RG1 2EU,80,90
RG1 2EW,80,90
RG1 2FA,80,90
RG1 2FB,80,90
RG1 2FD,80,90
RG1 2FE,80,90
RG1 2FF,80,90
RG1 2FG,80,90
RG1 2FH,80,90
RG1 2FJ,80,90
RG1 2FL,80,90
RG1 2FN,80,90
RG1 2FQ,80,90
RG1 2FW,80,90
RG1 2GP,80,90
RG1 2GU,80,90
RG1 2GW,80,90
RG1 2HA,80,90
RG1 2HB,80,90
RG1 2HD,80,90
RG1 2HE,80,90
RG1 2HF,80,90
RG1 2HG,80,90
RG1 2HH,80,90
RG1 2HJ,80,90
RG1 2HL,80,90
RG1 2HN,80,90
RG1 2HP,80,90
RG1 2HQ,80,90
RG1 2HS,80,90
RG1 2HT,80,90
RG1 2HU,80,90
RG1 2HW,80,90
RG1 2HX,80,90
RG1 2HZ,80,90
RG1 2JA,80,90
RG1 2JB,80,90
RG1 2JE,80,90
RG1 2JF,80,90
RG1 2JG,80,90
RG1 2JH,80,90
RG1 2JJ,80,90
RG1 2JL,80,90
RG1 2JN,80,90
RG1 2JP,80,90
RG1 2JQ,80,90
RG1 2JR,80,90
RG1 2JS,80,90
RG1 2JT,80,90
RG1 2JW,80,90
RG1 2LA,80,90
RG1 2LB,80,90
RG1 2LD,80,90
RG1 2LG,80,90
RG1 2LH,80,90
RG1 2LJ,80,90
RG1 2LL,80,90
RG1 2LN,80,90
RG1 2LP,80,90
RG1 2LQ,80,90
RG1 2LR,80,90
RG1 2LS,80,90
RG1 2LT,80,90
RG1 2LU,80,90
RG1 2LW,80,90
RG1 2LX,80,90
RG1 2LY,80,90
RG1 2LZ,80,90
RG1 2NA,80,90
RG1 2NB,80,90
RG1 2ND,80,90
RG1 2NE,80,90
RG1 2NF,80,90
RG1 2NG,80,90
RG1 2NH,80,90
RG1 2NJ,80,90
RG1 2NL,80,90
RG1 2NN,80,90
RG1 2NP,80,90
RG1 2NQ,80,90
RG1 2NR,80,90
RG1 2NS,80,90
RG1 2NT,80,90
RG1 2NU,80,90
RG1 2NW,80,90
RG1 2NX,80,90
RG1 2NY,80,90
RG1 2NZ,80,90
RG1 2PA,80,90
RG1 2PB,80,90
RG1 2PD,80,90
RG1 2PE,80,90
RG1 2PF,80,90
RG1 2PG,80,90
RG1 2PJ,80,90
RG1 2PL,80,90
RG1 2PN,80,90
RG1 2PP,80,90
RG1 2PQ,80,90
RG1 2PR,80,90
RG1 2PS,80,90
RG1 2PU,80,90
RG1 2PX,80,90
RG1 2PY,80,90
RG1 2PZ,80,90
RG1 2QA,80,90
RG1 2QB,80,90
RG1 2QD,80,90
RG1 2QE,80,90
RG1 2QF,80,90
RG1 2QG,80,90
RG1 2QH,80,90
RG1 2QJ,80,90
RG1 2QL,80,90
RG1 2QN,80,90
RG1 2QP,80,90
RG1 2QR,80,90
RG1 2QS,80,90
RG1 2QT,80,90
RG1 2QU,80,90
RG1 2QW,80,90
RG1 2QX,80,90
RG1 2QY,80,90
RG1 2QZ,80,90
RG1 2RA,80,90
RG1 2RB,80,90
RG1 2RD,80,90
RG1 2RE,80,90
RG1 2RF,80,90
RG1 2RH,80,90
RG1 2RL,80,90
RG1 2RP,80,90
RG1 2RS,80,90
