Postcode,Economy,Premium
PH1 0AA,98,113
PH1 0AB,98,113
PH1 0AD,98,113
PH1 0AE,98,113
PH1 0AF,98,113
PH1 0AG,98,113
PH1 0AH,98,113
PH1 0AJ,98,113
PH1 0AL,98,113
PH1 0AN,98,113
PH1 0AP,98,113
PH1 0AQ,98,113
PH1 0AR,98,113
PH1 0AS,98,113
PH1 0AT,98,113
PH1 0AU,98,113
PH1 0AW,98,113
PH1 0AX,98,113
PH1 0AY,98,113
PH1 0AZ,98,113
PH1 0BA,98,113
PH1 0BB,98,113
PH1 0BD,98,113
PH1 0BE,98,113
PH1 0BF,98,113
PH1 0BG,98,113
PH1 0BL,98,113
PH1 0BN,98,113
PH1 0BP,98,113
PH1 0BQ,98,113
PH1 0BT,98,113
PH1 0BU,98,113
PH1 1AA,98,113
PH1 1AB,98,113
PH1 1AD,98,113
PH1 1AE,98,113
PH1 1AF,98,113
PH1 1BA,98,113
PH1 1BB,98,113
PH1 1BD,98,113
PH1 1BE,98,113
PH1 1BG,98,113
PH1 1BH,98,113
PH1 1BJ,98,113
PH1 1BL,98,113
PH1 1BN,98,113
PH1 1BP,98,113
PH1 1BQ,98,113
PH1 1BS,98,113
PH1 1BT,98,113
PH1 1BU,98,113
PH1 1BW,98,113
PH1 1BX,98,113
PH1 1BY,98,113
PH1 1BZ,98,113
PH1 1DA,98,113
PH1 1DB,98,113
PH1 1DD,98,113
PH1 1DE,98,113
PH1 1DF,98,113
PH1 1DG,98,113
PH1 1DH,98,113
PH1 1DJ,98,113
PH1 1DL,98,113
PH1 1DN,98,113
PH1 1DP,98,113
PH1 1DQ,98,113
PH1 1DR,98,113
PH1 1DS,98,113
PH1 1DT,98,113
PH1 1DU,98,113
PH1 1DW,98,113
PH1 1DX,98,113
PH1 1DY,98,113
PH1 1DZ,98,113
PH1 1EA,98,113
PH1 1EB,98,113
PH1 1ED,98,113
PH1 1EE,98,113
PH1 1EF,98,113
PH1 1EG,98,113
PH1 1EH,98,113
PH1 1EJ,98,113
PH1 1EL,98,113
PH1 1EN,98,113
PH1 1EP,98,113
PH1 1EQ,98,113
PH1 1ER,98,113
PH1 1ES,98,113
PH1 1ET,98,113
PH1 1EU,98,113
PH1 1EW,98,113
PH1 1EX,98,113
PH1 1EY,98,113
PH1 1EZ,98,113
PH1 1FR,98,113
PH1 1GW,98,113
PH1 1GX,98,113
PH1 1GY,98,113
PH1 1GZ,98,113
PH1 1HA,98,113
PH1 1HB,98,113
PH1 1HD,98,113
PH1 1HE,98,113
PH1 1HF,98,113
PH1 1HG,98,113
PH1 1HH,98,113
PH1 1HJ,98,113
PH1 1HL,98,113
PH1 1HN,98,113
PH1 1HP,98,113
PH1 1HQ,98,113
PH1 1HR,98,113
PH1 1HS,98,113
PH1 1HT,98,113
PH1 1HU,98,113
PH1 1HW,98,113
PH1 1HX,98,113
PH1 1HY,98,113
PH1 1HZ,98,113
PH1 1JA,98,113
PH1 1JB,98,113
PH1 1JD,98,113
PH1 1JE,98,113
PH1 1JF,98,113
PH1 1JG,98,113
PH1 1JH,98,113
PH1 1JJ,98,113
PH1 1JL,98,113
PH1 1JN,98,113
PH1 1JP,98,113
PH1 1JQ,98,113
PH1 1JR,98,113
PH1 1JS,98,113
PH1 1JT,98,113
PH1 1JU,98,113
PH1 1JW,98,113
PH1 1JX,98,113
PH1 1JY,98,113
PH1 1JZ,98,113
PH1 1LA,98,113
PH1 1LB,98,113
PH1 1LD,98,113
PH1 1LE,98,113
PH1 1LF,98,113
PH1 1LG,98,113
PH1 1LH,98,113
PH1 1LJ,98,113
PH1 1LL,98,113
PH1 1LN,98,113
PH1 1LP,98,113
PH1 1LQ,98,113
PH1 1LR,98,113
PH1 1LS,98,113
PH1 1LT,98,113
PH1 1LU,98,113
PH1 1LW,98,113
PH1 1LX,98,113
PH1 1LY,98,113
PH1 1LZ,98,113
PH1 1NA,98,113
PH1 1NB,98,113
PH1 1ND,98,113
PH1 1NE,98,113
PH1 1NF,98,113
PH1 1NG,98,113
PH1 1NH,98,113
PH1 1NJ,98,113
PH1 1NL,98,113
PH1 1NN,98,113
PH1 1NP,98,113
PH1 1NQ,98,113
PH1 1NR,98,113
PH1 1NS,98,113
PH1 1NT,98,113
PH1 1NU,98,113
PH1 1NW,98,113
PH1 1NX,98,113
PH1 1NY,98,113
PH1 1NZ,98,113
PH1 1PA,98,113
PH1 1PB,98,113
PH1 1PD,98,113
PH1 1PE,98,113
PH1 1PF,98,113
PH1 1PG,98,113
PH1 1PH,98,113
PH1 1PJ,98,113
PH1 1PL,98,113
PH1 1PN,98,113
PH1 1PP,98,113
PH1 1PQ,98,113
PH1 1PR,98,113
PH1 1PS,98,113
PH1 1PT,98,113
PH1 1PU,98,113
PH1 1PW,98,113
PH1 1PX,98,113
PH1 1PY,98,113
PH1 1PZ,98,113
PH1 1QA,98,113
PH1 1QB,98,113
PH1 1QD,98,113
PH1 1QE,98,113
PH1 1QF,98,113
PH1 1QG,98,113
PH1 1QH,98,113
PH1 1QJ,98,113
PH1 1QL,98,113
