Postcode,Economy,Premium
HU1 1AA,80,90
HU1 1AB,80,90
HU1 1AH,80,90
HU1 1AJ,80,90
HU1 1AL,80,90
HU1 1AN,80,90
HU1 1AP,80,90
HU1 1AR,80,90
HU1 1AS,80,90
HU1 1AT,80,90
HU1 1AU,80,90
HU1 1AW,80,90
HU1 1AX,80,90
HU1 1AY,80,90
HU1 1AZ,80,90
HU1 1BA,80,90
HU1 1BB,80,90
HU1 1BD,80,90
HU1 1BE,80,90
HU1 1BH,80,90
HU1 1BJ,80,90
HU1 1DB,80,90
HU1 1EA,80,90
HU1 1EB,80,90
HU1 1ED,80,90
HU1 1EE,80,90
HU1 1EF,80,90
HU1 1EG,80,90
HU1 1EH,80,90
HU1 1EJ,80,90
HU1 1EL,80,90
HU1 1EN,80,90
HU1 1EP,80,90
HU1 1EQ,80,90
HU1 1ER,80,90
HU1 1ES,80,90
HU1 1ET,80,90
HU1 1EW,80,90
HU1 1EX,80,90
HU1 1EZ,80,90
HU1 1HA,80,90
HU1 1HB,80,90
HU1 1HG,80,90
HU1 1HH,80,90
HU1 1HJ,80,90
HU1 1HL,80,90
HU1 1HN,80,90
HU1 1HP,80,90
HU1 1HQ,80,90
HU1 1HS,80,90
HU1 1HT,80,90
HU1 1HU,80,90
HU1 1HW,80,90
HU1 1HX,80,90
HU1 1HY,80,90
HU1 1JA,80,90
HU1 1JB,80,90
HU1 1JD,80,90
HU1 1JE,80,90
HU1 1JF,80,90
HU1 1JG,80,90
HU1 1JH,80,90
HU1 1JJ,80,90
HU1 1JL,80,90
HU1 1JN,80,90
HU1 1JP,80,90
HU1 1JQ,80,90
HU1 1JR,80,90
HU1 1JS,80,90
HU1 1JT,80,90
HU1 1JU,80,90
HU1 1JW,80,90
HU1 1JX,80,90
HU1 1JY,80,90
HU1 1LA,80,90
HU1 1LD,80,90
HU1 1LF,80,90
HU1 1LH,80,90
HU1 1LJ,80,90
HU1 1LN,80,90
HU1 1LQ,80,90
HU1 1LR,80,90
HU1 1LS,80,90
HU1 1LT,80,90
HU1 1LW,80,90
HU1 1NA,80,90
HU1 1NB,80,90
HU1 1ND,80,90
HU1 1NE,80,90
HU1 1NF,80,90
HU1 1NG,80,90
HU1 1NH,80,90
HU1 1NJ,80,90
HU1 1NL,80,90
HU1 1NN,80,90
HU1 1NP,80,90
HU1 1NQ,80,90
HU1 1NR,80,90
HU1 1NS,80,90
HU1 1NT,80,90
HU1 1NW,80,90
HU1 1NX,80,90
HU1 1NY,80,90
HU1 1NZ,80,90
HU1 1PA,80,90
HU1 1PB,80,90
HU1 1PD,80,90
HU1 1PE,80,90
HU1 1PF,80,90
HU1 1PH,80,90
HU1 1PL,80,90
HU1 1PN,80,90
HU1 1PP,80,90
HU1 1PQ,80,90
HU1 1PR,80,90
HU1 1PS,80,90
HU1 1PT,80,90
HU1 1PU,80,90
HU1 1PW,80,90
HU1 1PX,80,90
HU1 1PY,80,90
HU1 1PZ,80,90
HU1 1QA,80,90
HU1 1QD,80,90
HU1 1QE,80,90
HU1 1QH,80,90
HU1 1QJ,80,90
HU1 1QL,80,90
HU1 1QP,80,90
HU1 1QQ,80,90
HU1 1QR,80,90
HU1 1QS,80,90
HU1 1QT,80,90
HU1 1RA,80,90
HU1 1RB,80,90
HU1 1RD,80,90
HU1 1RE,80,90
HU1 1RF,80,90
HU1 1RG,80,90
HU1 1RH,80,90
HU1 1RJ,80,90
HU1 1RL,80,90
HU1 1RN,80,90
HU1 1RP,80,90
HU1 1RQ,80,90
HU1 1RR,80,90
HU1 1RS,80,90
HU1 1RT,80,90
HU1 1RU,80,90
HU1 1RW,80,90
HU1 1RX,80,90
HU1 1RY,80,90
HU1 1SA,80,90
HU1 1SB,80,90
HU1 1SD,80,90
HU1 1SE,80,90
HU1 1SF,80,90
HU1 1SG,80,90
HU1 1SH,80,90
HU1 1SN,80,90
HU1 1SQ,80,90
HU1 1SR,80,90
